,,,,,,,,,,,,,,,,,,,,,,,,27669,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,11468,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,53212,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,43217,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,37522,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,20805,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,25562,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,50366,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,46661,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,13551,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,21401,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,19917,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,22421,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,30070,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,52917,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,40390,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,55724,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,62739,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,46960,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,62111,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,68573,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,68271,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,77229,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,75171,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,68822,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,65845,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,105863,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,102394,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,83732,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,89141,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,59832,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,62212,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,51017,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,94610,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,96734,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,83788,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,85032,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,52680,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,101903,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,77992,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,102492,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,119214,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,121356,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,107266,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,142871,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,55182,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,30308,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,102128,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,90268,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,91216,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,89830,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,97979,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,85007,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,30347,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,12461,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,24797,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,19653,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,69250,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,11803,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,54261,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,57123,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,10036,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,49456,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,10404,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,69961,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,165717,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,112275,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,148950,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,83592,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,71706,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,114260,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,176600,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,171836,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,97398,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,82832,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,90886,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,92152,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,137716,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,101506,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,90981,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,98947,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,88685,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,70822,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,117799,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,100528,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,114895,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,118712,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,122209,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,124559,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,51259,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,67953,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,45270,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,58833,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,86712,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,92499,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,109325,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,107955,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,84749,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,111656,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,103959,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,101185,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,86669,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,74286,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,99320,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,63685,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,76687,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,68761,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,77063,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,49461,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,73579,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,76781,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,71283,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,60959,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,54291,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,59959,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,59965,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,43279,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,28731,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,57095,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,36943,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,33515,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,57073,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,61367,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,58169,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,93205,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,45041,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,89795,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,102114,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,90495,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,50996,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,37239,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,71529,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,100907,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,79666,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,76026,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,45850,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,40387,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,49417,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,62226,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,88758,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,108290,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,87005,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,95612,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,35361,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,70839,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,92570,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,81027,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,68691,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,106936,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,76897,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,80273,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,95528,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,85063,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,84865,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,116246,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,130113,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,115921,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,180917,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,144651,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,55859,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,70551,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,29759,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,42267,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,64964,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,48708,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,12891,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,18108,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,78724,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,48094,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,86609,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,81039,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,25117,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,16322,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,14271,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,29416,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,50782,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,52973,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,40888,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,82572,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,93409,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,97453,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,102752,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,87847,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,41792,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,32163,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,58523,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,42454,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,75997,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,41058,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,39030,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,98670,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,95641,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,87491,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,108079,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,76938,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,72307,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,139866,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,107868,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,109240,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,57495,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,69956,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,74613,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,80401,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,88909,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,95723,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,94355,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,77712,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,77922,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,52253,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,76051,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,36710,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,54943,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,108820,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,54453,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,58375,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,70961,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,91408,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,78477,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,63373,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,85943,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,92994,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,81734,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,126209,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,145936,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,143176,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,104057,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,134756,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,97386,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,94932,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,138776,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,132791,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,69883,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,79931,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,90300,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,130287,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,94367,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,118821,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,94658,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,80266,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,96865,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,145140,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,91524,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,112679,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,101514,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,89668,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,101200,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,73852,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,141349,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,90937,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,73906,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,57975,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,147861,0,,,,,,,,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,70387,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,60386,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,68105,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,98357,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,54101,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,62308,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,56991,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,63351,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,56404,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,55825,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,52164,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,93921,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,80931,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,70394,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,108719,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,84832,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,76130,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,72812,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,131611,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,95723,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,70611,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,72107,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,78149,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,58718,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,80367,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,79220,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,86129,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,62142,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,35448,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,46554,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,62015,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,30721,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,48367,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,49442,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,36636,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,50653,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,40798,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,91035,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,49662,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,54528,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,56502,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,51674,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,33915,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,85054,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,64735,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,49782,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,64509,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,86542,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,65893,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,70810,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,52900,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,47736,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,41779,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,48160,0,,,,,,,,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,102614,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,84808,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,21352,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,48711,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,18081,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,24825,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,61980,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,56475,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,59501,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,59372,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,49555,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,41627,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,10030,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,20650,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,17032,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,70219,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,21722,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,17736,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,22332,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,10609,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,46825,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,48161,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,56844,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,22110,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,47690,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,30741,0,,,,,,,,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,39601,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,60556,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,61890,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,45752,0,,,,,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,40804,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,56872,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,47225,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,49393,0,,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,59003,0,,,,,,,,1,0,
